employer,job_title,place,closing_date,publishing_date,job_description
International Atomic Energy Agency,Associate Information Officer (Editor/Social Media) ,"Vienna, Austria",23. March 2023,10.03.2023,"Minimum of two years‘ experience in journalism, public affairs or related field, plans and organizes his/her own work in support of achieving the team or Section’s priorities. Takes into account potential changes and proposes contingency plans, communicates orally and in writing in a clear, concise and impartial manner. Takes time to listen to and understand the perspectives of others and proposes solutions, takes initiative in defining realistic outputs and clarifying roles, responsibilities and expected results in the context of the Department/Division’s programme Excellent oral and written command of English, knowledge of other official IAEA languages (Arabic, Chinese, English, French, Russian and Spanish) is an asset "
International Atomic Energy Agency,Project Officer (Comprehensive Cancer Control-TCCT) ,"Vienna, Austria",29. March 2023,10.03.2023,"A minimum of seven years of proven hands-on working experience in project/program management or public health administration at international level, work experience both in the public and private sector, preferably in the field of international development programmes is desirable, several years of work experience in a multinational context requiring complex coordination with multiple stakeholders Excellent oral and written command of English "
International Atomic Energy Agency,Legal Officer (Public International/Treaty Law) ,"Vienna, Austria",29. March 2023,10.03.2023,"An advanced University law degree with good academic record A member of a national bar or equivalent, minimum of seven years of relevant experience, including at least five years at international level, in particular within the UN System, knowledge of the broad principles, precedents of treaty law including from the practice perspective within the UN System Organizations, expert knowledge of the broad principles, precedents of public international law, including from the practice perspective within the UN System Organizations, actively contributes to achieving team results. Supports team decisions Excellent command of written and spoken English essential as well as the technique of legal drafting, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
International Atomic Energy Agency,Disused Radioactive Sources Safety Specialist ,"Vienna, Austria",22. March 2023,10.03.2023,"Master’s Degree Nuclear Sciences or Engineering, or a closely related technical field, a first-level university degree with three additional years of relevant work experience may be accepted in lieu of the advanced university degree, minimum of seven years of working experience in waste safety, of which at least five should be specifically related to the safety of disused sealed radioactive sources, demonstrated experience in working with national and international organizations or institutes, and the IAEA in particular, in the delivery of technical assistance to developing countries, experience in implementing result-based projects/activities aimed at supporting States in the safe, secure and sustainable management of disused radioactive sources is an asset Excellent oral and written command of English "
Food and Agriculture Organization of the,,"Rome, Italy",15. March 2023,10.03.2023,"Specialist University degree in economics, business administration, international development or other fields relevant to the work of the Organization At least one year of relevant experience in Programme planning and monitoring with similar responsibilities in financial and budget planning and reporting, work experience in more than one location or area of work, ability to communicate professionally and effectively with internal and external stakeholders Working knowledge (level C) of English and limited knowledge (level B) of another FAO official language (Arabic, Chinese, French, Russian or Spanish), for PSA, working knowledge (level C) of English is required "
Food and Agriculture Organization of the,,"Budapest, Hungary",14. March 2023,10.03.2023,"Specialist University degree OR technical/vocational training (certificate) in Information Technology, System Administration, or a related field Seven years of relevant experience in Information Technology, System Administration, or a related field, work experience in more than one location or area of work will be considered an asset, extent and relevance of experience in - Microsoft Cloud Applications (SharePoint, Azure Fundamentals and AD) - Network Fundamentals and Access, IP Connectivity and Services - Cloud Computing Basics - Videoconferencing and Virtual Events Management Working knowledge (level C) of English "
Food and Agriculture Organization of the,,"Rome, Italy",17. March 2023,10.03.2023,"Assistant Secondary School Education Three years of relevant experience in financial and/or administrative support work, good knowledge of the MS Office applications, Internet and office technology equipment, good knowledge of corporate information systems, good knowledge of common administrative and financial rules and regulations, good knowledge of communication and documentation standards, good knowledge of corporate financial rules on trust funds, good knowledge of the FAO project cycle, good experience with financial monitoring and reporting, ability to multitask and work in a team environment Working knowledge (proficient - level C) of English and limited knowledge (intermediate - level B) of another official FAO language "
Food and Agriculture Organization of the,,"Baku, Azerbaijan",15. March 2023,10.03.2023,"Specialist Post-graduate university degree in social or natural sciences (or other relevant disciplines), with a specialization in gender studies, National or Resident of Azerbaijan with work permit At least five years of practical working experience in gender mainstreaming, women’s empowerment, and sustainable development, preferably in an area pertinent to natural resource management, agriculture, and other connected fields, demonstrated experience carrying out participatory gender analysis, collecting and formulating gender-responsive indicators and sex-disaggregated data, and developing/implementing gender action plans, experience working with the UN agencies and/or GEF is desired Working knowledge of Azerbaijani and English is required "
United Nations Development Programme,Humanitarian Affairs Officer ,"Apia, Samoa",11. March 2023,09.03.2023,"Minimum of two years with a University degree of progressively responsible relevant professional experience in humanitarian affairs, emergency preparedness, crisis/emergency relief management, rehabilitation and development, or other related areas, relevant (field) international experience in natural disasters and humanitarian emergencies would be an asset, the UN is a Non-Smoking environment Proficiency in English, working knowledge of other UN languages is desirable "
United Nations Development Programme,Engineering Associate (Civil Engineering) ,"Belgrade, Serbia",9. March 2023,09.03.2023,"Secondary education, Bachelor’s Degree in civil engineering or similar would be desirable Minimum six years of relevant working experience in construction-related project management, in particular in the fields of Construction Engineering – Construction management with quality control of performed works, alternatively, if in possession of Bachelor’s degree, three years of relevant working experience would be required, good organizational and time management skills, displays cultural, gender, religion, race, nationality and age sensitivity and adaptability, demonstrates integrity by modeling ethical standards, focuses on impact and result for the client and responds positively to critical feedback, consistently approaches work with energy and a positive, constructive attitude, ability to work under very tight deadlines Excellent knowledge of written and spoken Serbian and working knowledge of English "
United Nations Development Programme,Programme Associate ,"Buenos Aires, Argentina",20. March 2023,09.03.2023,"Secondary Education, preferably with specialized certification in Accounting and Finance, University Degree (Bachelor’s) in Business or Public Administration, Economics, Political Sciences and Social Sciences would be desirable, but it is not a requirement A minimum Six years of progressively responsible administrative or programme experience is required at the national or international level with secondary education and/or for a University Degree at the Bachelor’s level, a minimum of three years of work experience, experience in the usage of computers and office software packages (MS Word, Excel, etc.) and advance knowledge of spreadsheet and database packages, experience in handling of web based management systems, the experience in management of development projects, in public policies will be valued in the United Nations System, ability to research and turn information into useful knowledge, relevant for context, or responsive to a stated need Fluency in English and Spanish "
UNICEF,HR Officer ,"Panama City, Panama",10. March 2023,09.03.2023,"Three years of experience in human resource management in an international organization and/or large corporation is required, working knowledge of Excel and PowerPoint required, experience in data analytics and PowerBi an asset, excellent oral and written skills; excellent drafting, formulation, reporting skills, ability to work collaboratively and professionally in a multicultural team of international and national personnel, self-motivated, ability to work with minimum supervision; ability to work with tight deadlines, ability to extract and format data and conduct statistical analysis Spanish, level: fluent, required English, level: working knowledge, required French, level: working knowledge, desirable "
UNICEF,Adolescent Development Officer ,"Kosovo, Prishtinë/Priština",13. March 2023,09.03.2023,"A university degree in one of the following fields is required: anthropology, psychology, sociology, education or another relevant technical field A minimum of one year of professional experience in social development planning and management in adolescent development related areas is required, experience working in a developing country is considered as an asset, relevant experience in a UN system agency or organization is considered as an asset, builds and maintains partnerships, demonstrates self-awareness and ethical awareness, drive to achieve results for impact, innovates and embraces change, manages ambiguity and complexity, thinks and acts strategically, works collaboratively with others, prepare required documentations/materials to facilitate the programme review and approval process Fluency in English and local language (Albanian, Serbian) is required, knowledge of another official UN language (Arabic, Chinese, French, Russian or Spanish) "
UNICEF,Chief Social & Behavior Change ,"Mogadishu, Somalia",15. March 2023,09.03.2023,"A minimum of eight years of professional experience in one or more of the following areas is required: social development programme planning, Social & Behavior Change, public advocacy or another related area, relevant experience in a UN system agency or organization is considered as an asset, experience working in a developing country is considered as an asset, collaborate with internal CO, RO and/or HQ colleagues to provide expert advise on the development of evidence-based strategies, approaches, policies and the planning of S&BC social and resource mobilization initiatives in support of programmes/projects implementation and delivery of results Fluency in English is required, knowledge of another official UN language (Arabic, Chinese, French, Russian or Spanish) or a local language is an asset "
UNICEF,Senior Finance Associate ,"London, United Kingdom",24. March 2023,09.03.2023,"At least seven years of experience in finance, accounting, budgeting, commercial financing, financial reporting and financial models, advanced knowledge of Excel required (pivot tables, dashboards, financial modelling), knowledge of IPSAS and ERP/SAP highly desirable, user experience with PowerBI desirable, support managers with budget allocations, maintenance, and review of planning outline, as required, provide training to budget owners and focal points as assigned, in the operation and functionality of planning and financial management systems Fluency in English is required, with good writing skills, working knowledge of another UN language is an asset "
