employer,job_title,place,closing_date,publishing_date,job_description
International Atomic Energy Agency,Internship - Imagery Science and Analytics ,"Vienna, Austria",2. April 2023,30.03.2023,"Candidates must be a minimum of 20 years of age and have completed at least three years of full-time studies at a university or equivalent institution towards the completion of a first degree, candidates may apply up to one year after the completion of a bachelor’s, master’s or doctorate degree Candidates must not have previously participated in the IAEA’s internship programme, candidates must attach two signed letters of recommendation to their application, demonstrated knowledge of remote sensing algorithm development tools such as Python remote sensing and image processing packages, QGIS, GDAL, and ENVI through written scripts for analysis and reporting Good written and spoken English essential, fluency in any other IAEA official language (Arabic, Chinese, French, Spanish or Russian) an asset "
International Atomic Energy Agency,Programme and Budget Specialist ,"Vienna, Austria",20. April 2023,30.03.2023,"University degree in financial management, accounting, business administration, or a closely related field A recognised professional accounting certification is an advantage, a minimum of five years of working experience in budget and/or accounting, including some experience at the international level, experience with voluntary contributions. Experience with European Commission funding agreements and the FAFA framework desirable, takes initiative in defining realistic outputs and clarifying roles, responsibilities and expected results in the context of the Department/Division’s programme, evaluates his/her results realistically, drawing conclusions from lessons learned Excellent oral and written command of English, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
International Atomic Energy Agency,Safeguards Training Officer ,"Vienna, Austria",1. May 2023,30.03.2023,"Bachelor’s Degree, University degree in science, physics, engineering, a safeguards related discipline, education, or other related field At least five years of combined research and training experience, including experience in presenting training courses, knowledge of the Systematic Approach to Training methodology is desirable, exposure to Safeguards-related processes and implementation is an asset, actively seeks learning opportunities and actively shares knowledge and information with others; shares specialized knowledge, skills and learning from experience across different situations and contexts effectively, actively contributes to achieving team results Excellent oral and written command of English, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
International Atomic Energy Agency,Waste Safety Specialist (NSRW) ,"Vienna, Austria",20. April 2023,30.03.2023,"Minimum seven years‘ experience in the field of radioactive waste and spent fuel management, of which at least three years should be related to regulatory or safety aspects, experience of working with national and international organisations or institutes is an asset, experience in implementing result-based projects/activities is an asset, ability to develop consensus views on complex technical issues, experience in developing well-researched, high-quality reports Excellent oral and written command of English, knowledge of other official IAEA languages (Arabic, Chinese, French, Russian and Spanish) is an asset "
United Nations Development Programme,Paramedic/Emergency Nurse ,"Sana’a, Yemen",10. April 2023,30.03.2023,"10 years of experience in nursing or other relevant medical programmes (five years for those holding Bachelor’s degree), experience in Trauma and Emergency care is an asset, experience with UN or other international development organization is an asset, BLS, ACLS, PHTLS certificates are assets, other desired/mandatory required technical knowledge, excellent oral and written skills, excellent drafting, formulation, reporting skills. Excellent interpersonal skills; culturally and socially sensitive. Ability to work and adapt professionally and effectively in a challenging environment; ability to work effectively in a multicultural team of international and national personnel English, level: fluent, required Arabic, level: working knowledge, desirable "
United Nations Development Programme,Project Coordination Assistant-Training Division ,"Hong Kong, China",7. April 2023,30.03.2023,"Bachelor degree or equivalent in economics, politics, development studies, public policy, agricultural economics, rural development, social policy or other subjects related to poverty and poverty reduction Research experiences in one or more aspects of the core subject matter (poverty reduction, social development, rural development, sustainable development, good familiarity with social development and experience working in poverty reduction, experience in planning and implementing development projects, seminars and workshops, good coordination and organizational skills, ability to work under pressure, ability to form supportive and cooperative relationships with other colleagues in the team Working knowledge, required English, level: working knowledge, required "
United Nations Development Programme,Communications Analyst (Roster) ,Kazakhstan,11. April 2023,30.03.2023,"Advanced University Degree (Master’s Degree) in social sciences, journalism, public relations, mass communications or related fields (or Bachelor’s degree with additional two years of relevant working experience) Candidates with Master´s degree do not require minimum relevant experience, minimum two years of relevant professional experience in communications, public relations at the national level in addition to Bachelor’s degree, demonstrated experience in communications, advocacy, and communications budgeting and planning, demonstrated experience in interacting with media and managing media relations, demonstrated experience in content management, storytelling, social media management for the development projects, experience in speechwriting is an asset Fluency in English and Russian and/or Kazakh "
United Nations Development Programme,International Operations Manager ,"Gaziantep, Turkey",10. April 2023,30.03.2023,"Advanced university degree in any of the following disciplines: Public Administration or Business Administration, Economics, Management or other related field Minimum five years of experience in a governmental, multilateral or civil society organization in a multi-cultural setting, including three or more years‘ experience in managing teams in a complex organizational setting, ability to build strong relationships with clients, focus on impact and result, and respond positively to feedback, solid knowledge in procurement, financial and human resources management, contract, asset, and information and communication technology, ability to lead business process re-engineering, to implement new systems, and to positively affect staff behavioral/attitudinal changes Fluency in English is required "
United Nations Development Programme,Monitoring & Evaluation Analyst ,"Putrajaya, Malaysia",11. April 2023,30.03.2023,"Master’s and/or advanced single degree or equivalent in Science, Engineering, Economics or related social sciences, project Management related certificate an advantage, Bachelor’s Degree with two additional years of qualifying experience may be considered in lieu of Master’s degree Min two years (Master’s degree) or four years (Bachelor degree) of relevant experience in international development issues, with some experience in monitoring and evaluation with a background and interest in the analysis of socio-economic and environmental issues and related policy matters, experience on data management an advantage, knowledge Generation: ability to research and turn information into useful knowledge, relevant for content, or responsive to a stated need Fluency in oral and written English and Bahasa Melayu "
United Nations Development Programme,Project Assistant ,"Beijing, China",7. April 2023,30.03.2023,"Zero years of experience in Social Sciences, Finance, Business Management, International Relations, Economics, International Development, Political Sciences Previous working experience in similar functions would be desirable, assist the Director of PMO and the project manager to implement the UNDP SDGs Innovation Pilot Project, and provide support to the drafting, management, and revision of project annual work plans, assist in facilitating procurement processes and financial management for the implementation of project activities, collect relevant data and prepare project financial reports and/or other reports for budget preparation, audits or other purposes as requested Fluency in English is required "
